Date,Open,High,Low,Close,Volume,Adj Close
2017-03-02,639.50,651.00,637.00,650.50,11913500,650.50
2017-03-01,631.00,639.00,629.50,638.50,10089000,638.50
2017-02-28,627.50,634.50,622.66,630.00,16144600,630.00
2017-02-27,618.50,620.50,612.00,618.00,8255000,618.00
2017-02-24,613.00,616.55,608.00,615.00,8488700,615.00
2017-02-23,612.00,625.50,607.00,609.50,14861900,609.50
2017-02-22,611.00,612.50,601.00,605.50,8567300,605.50
2017-02-21,613.50,613.85,607.50,608.50,8725300,608.50
2017-02-20,608.00,614.50,608.00,612.00,4173300,612.00
2017-02-17,604.50,613.00,603.425,606.50,6025600,606.50
2017-02-16,606.00,609.14,601.00,603.50,5212300,603.50
2017-02-15,607.00,609.50,603.50,608.50,5423500,608.50
2017-02-14,616.00,616.85,603.50,605.50,7924700,605.50
2017-02-13,613.00,620.00,610.18,616.00,10005100,616.00
2017-02-10,603.50,615.00,601.00,612.00,13712400,612.00
2017-02-09,600.00,606.00,596.50,600.00,5430200,600.00
2017-02-08,598.00,602.50,595.329,599.50,8237700,599.50
2017-02-07,589.50,598.75,588.50,598.00,7586700,598.00
2017-02-06,585.50,592.618,583.50,588.00,4967100,588.00
2017-02-03,584.50,586.50,583.00,583.50,6101600,583.50
2017-02-02,582.00,586.00,580.50,583.50,9892900,583.50
2017-02-01,587.00,588.50,580.00,582.50,8741900,582.50
2017-01-31,585.50,588.025,580.50,582.00,8852400,582.00
2017-01-30,590.00,594.00,583.50,585.00,7208400,585.00
2017-01-27,598.00,598.00,590.50,592.50,5386600,592.50
2017-01-26,600.50,602.572,591.00,596.00,6884600,596.00
2017-01-25,600.50,607.50,599.00,600.50,5755700,600.50
2017-01-24,601.00,604.326,595.61,598.00,7208100,598.00
2017-01-23,597.00,603.50,596.00,600.00,4338500,600.00
2017-01-20,602.00,605.50,599.82,600.50,7430400,600.50
2017-01-19,604.00,610.00,600.00,602.00,6616300,602.00
2017-01-18,604.00,605.00,597.00,605.00,8412000,605.00
2017-01-17,608.50,614.50,603.50,605.00,6647100,605.00
2017-01-16,608.00,616.125,603.00,611.50,6148200,611.50
2017-01-13,617.50,618.00,607.50,611.50,15243900,611.50
2017-01-12,611.00,619.00,606.00,617.50,12131700,617.50
2017-01-11,611.50,614.50,608.00,610.00,9831900,610.00
2017-01-10,599.00,613.50,596.00,610.00,10094400,610.00
2017-01-09,607.00,609.50,593.00,597.50,9031300,597.50
2017-01-06,586.50,606.00,586.125,605.00,9658200,605.00
2017-01-05,584.00,589.50,582.50,587.50,5603100,587.50
2017-01-04,591.00,592.50,582.00,585.00,8970900,585.00
2017-01-03,591.50,597.50,587.50,591.00,6012600,591.00
2017-01-02,591.50,591.50,591.50,591.50,000,591.50
2016-12-30,593.50,595.00,586.00,591.50,3063500,591.50
2016-12-29,596.50,598.50,589.50,595.00,3859500,595.00
2016-12-28,598.00,599.50,595.50,599.00,4286800,599.00
2016-12-27,593.50,593.50,593.50,593.50,000,593.50
2016-12-26,593.50,593.50,593.50,593.50,000,593.50
2016-12-23,593.00,598.161,590.00,593.50,2077200,593.50
2016-12-22,593.50,594.045,587.50,593.00,7731600,593.00
2016-12-21,596.50,602.635,593.50,596.00,7494700,596.00
2016-12-20,595.00,598.50,591.00,598.50,7844800,598.50
2016-12-19,594.50,596.993,589.00,596.50,7002000,596.50
2016-12-16,589.50,598.00,589.50,592.50,10073600,592.50
2016-12-15,581.50,592.00,580.50,591.00,10400700,591.00
2016-12-14,594.00,595.00,587.50,589.00,9569100,589.00
2016-12-13,587.00,599.00,581.71,597.50,11389300,597.50
2016-12-12,601.50,604.00,583.798,586.00,17160300,586.00
2016-12-09,602.50,606.50,595.50,600.50,6880100,600.50
2016-12-08,607.50,611.00,598.25,604.00,8352100,604.00
2016-12-07,603.50,609.00,598.25,604.50,11027800,604.50
2016-12-06,601.00,602.00,591.50,598.50,8023200,598.50
2016-12-05,594.50,602.507,592.00,600.00,9717600,600.00
2016-12-02,595.00,597.00,585.50,594.00,7175100,594.00
2016-12-01,599.00,599.50,590.00,598.00,8825100,598.00
2016-11-30,605.50,608.00,599.00,600.50,11490300,600.50
2016-11-29,603.00,603.50,594.50,601.50,7996300,601.50
2016-11-28,602.50,605.50,597.50,603.00,6085300,603.00
2016-11-25,608.50,610.00,601.50,604.00,5845200,604.00
2016-11-24,605.00,609.00,603.00,608.50,5194900,608.50
2016-11-23,598.50,604.50,597.50,603.00,7915500,603.00
2016-11-22,603.50,604.00,593.50,596.00,6148600,596.00
2016-11-21,593.50,599.00,588.00,597.50,6025100,597.50
2016-11-18,596.00,597.00,587.50,593.50,11013300,593.50
2016-11-17,602.00,603.00,594.00,597.00,10899700,597.00
2016-11-16,600.00,603.00,595.50,599.50,9256600,599.50
2016-11-15,599.00,607.00,593.50,600.00,12115300,600.00
2016-11-14,596.00,605.00,591.00,593.50,10522200,593.50
2016-11-11,609.50,614.493,587.00,590.50,18381500,590.50
2016-11-10,593.50,631.50,588.00,612.00,25657500,612.00
2016-11-09,551.00,587.00,548.00,585.00,30749000,585.00
2016-11-08,548.00,553.19,547.50,548.00,9718100,548.00
2016-11-07,544.50,552.327,543.00,550.00,11242600,550.00
2016-11-04,535.50,540.00,532.50,539.00,8138200,539.00
2016-11-03,541.00,544.00,534.198,534.50,10396600,534.50
2016-11-02,536.00,536.81,532.00,535.00,5003700,535.00
2016-11-01,543.50,544.50,536.50,538.50,4720100,538.50
2016-10-31,539.50,543.50,536.69,542.50,6389200,542.50
2016-10-28,543.50,544.50,536.31,542.50,5828600,542.50
2016-10-27,538.50,546.50,536.406,544.00,9300300,544.00
2016-10-26,538.50,541.00,534.00,541.00,6811600,541.00
2016-10-25,541.50,543.924,538.00,540.50,6817800,540.50
2016-10-24,539.50,545.00,539.00,540.00,5773600,540.00
2016-10-21,540.50,549.60,537.50,539.50,5180900,539.50
2016-10-20,546.00,550.10,539.50,541.50,6269700,541.50
2016-10-19,547.50,554.00,543.00,553.50,8679500,544.90
2016-10-18,542.50,549.00,542.50,546.00,8259100,537.517
2016-10-17,540.00,543.50,536.75,541.00,7271600,532.594
2016-10-14,536.00,544.00,526.915,543.00,8621400,534.563
2016-10-13,540.50,541.00,532.50,536.00,6657100,527.672
2016-10-12,542.50,545.00,539.50,541.00,5981900,532.594
2016-10-11,547.50,549.00,542.665,544.00,6203600,535.548
2016-10-10,544.00,549.50,535.552,547.50,8104900,538.993
2016-10-07,536.50,542.50,532.009,540.50,12203400,532.102
2016-10-06,540.50,542.50,536.00,537.00,9098300,528.656
2016-10-05,544.00,546.50,536.50,538.00,8340200,529.641
2016-10-04,533.00,548.50,532.50,545.50,15676600,537.024
2016-10-03,526.00,534.00,522.50,531.50,7026600,523.242
2016-09-30,519.00,525.00,516.483,524.00,8112400,515.858
2016-09-29,529.00,532.00,522.50,524.00,5963700,515.858
2016-09-28,519.00,527.50,519.00,526.00,5470300,517.827
2016-09-27,523.50,525.00,516.50,520.00,7642500,511.92
2016-09-26,523.50,524.00,518.50,519.50,7495100,511.428
2016-09-23,538.00,538.00,523.798,524.50,10109700,516.351
2016-09-22,536.00,538.00,531.50,537.50,9387200,529.149
2016-09-21,546.50,547.00,531.687,533.50,8451800,525.211
2016-09-20,542.00,549.00,539.50,544.50,6970700,536.04
2016-09-19,536.50,542.50,536.50,542.00,5962100,533.579
2016-09-16,546.00,546.391,531.33,534.50,19789800,526.195
2016-09-15,546.00,549.835,544.165,548.50,7653200,539.978
2016-09-14,546.00,548.50,544.00,546.50,7687500,538.009
2016-09-13,545.00,550.00,543.00,544.50,9120300,536.04
2016-09-12,542.00,545.061,539.00,545.00,6185800,536.532
2016-09-09,550.00,554.50,545.00,548.00,7578900,539.485
2016-09-08,553.00,555.50,549.819,550.50,9762600,541.947
2016-09-07,548.00,552.50,547.007,552.50,7732900,543.916
2016-09-06,555.50,557.526,547.50,550.00,11219600,541.454
2016-09-05,549.50,557.50,548.86,555.50,7677100,546.869
2016-09-02,540.50,551.00,539.50,548.00,11839500,539.485
2016-09-01,539.50,544.50,537.50,539.50,7616000,531.118
2016-08-31,538.00,538.50,533.881,538.50,7893300,530.133
2016-08-30,542.50,543.00,536.50,538.00,6050900,529.641
2016-08-29,540.50,540.50,540.50,540.50,000,532.102
2016-08-26,535.00,542.116,533.00,540.50,8069000,532.102
2016-08-25,531.00,531.00,525.00,528.50,5225200,520.288
2016-08-24,528.50,533.00,527.00,530.50,5082300,522.257
2016-08-23,533.00,534.00,529.50,532.00,4015700,523.734
